"CTY" "CLRS" "Shape.Reported" "State" "Time"
"61279" "Hunter" "" "RECTANGLE" "NY" "1/20/2012 5:00"
"61281" "Tonawanda" "" "OTHER" "NY" "1/20/2012 5:54"
"61314" "New York City" "ORANGE" "LIGHT" "NY" "1/22/2012 23:10"
"61316" "Bath" "" "LIGHT" "NY" "1/23/2012 7:50"
"61359" "Lackawanna" "" "" "NY" "1/27/2012 1:30"
"61385" "Lafayette" "" "TEARDROP" "NY" "1/28/2012 22:00"
"61422" "Ronkonkoma" "" "FLASH" "NY" "1/31/2012 17:55"
"61423" "Mastic" "" "CIRCLE" "NY" "1/31/2012 18:25"
"61456" "Rotterdam" "" "TRIANGLE" "NY" "2/2/2012 5:35"
"61461" "Henderson" "ORANGE" "" "NY" "2/2/2012 20:15"
"61464" "Hawthorne" "" "CIGAR" "NY" "2/3/2012 0:45"
"61484" "Greenwich" "" "OTHER" "NY" "2/4/2012 17:00"
"61509" "Niverville" "" "LIGHT" "NY" "2/5/2012 18:30"
"61512" "Sayre" "" "LIGHT" "NY" "2/5/2012 20:35"
"61517" "Patchogue" "RED" "LIGHT" "NY" "2/5/2012 22:00"
"61524" "Hamburg" "" "SPHERE" "NY" "2/6/2012 6:40"
"61532" "Tonawanda" "" "CIRCLE" "NY" "2/6/2012 19:00"
"61538" "New York City" "" "LIGHT" "NY" "2/6/2012 21:00"
"61553" "Tonawanda" "" "" "NY" "2/8/2012 18:30"
"61557" "Cuyler" "ORANGE" "" "NY" "2/8/2012 19:30"
"61558" "Cuyler" "ORANGE" "" "NY" "2/8/2012 19:30"
"61584" "Saugerties" "" "TRIANGLE" "NY" "2/10/2012 21:00"
"61612" "Black River" "" "" "NY" "2/13/2012 6:30"
"61615" "New Hartford" "" "VARIOUS" "NY" "2/13/2012 21:00"
"61633" "Hector" "RED" "LIGHT" "NY" "2/15/2012 18:59"
"61656" "Tonawanda" "" "LIGHT" "NY" "2/17/2012 18:45"
"61667" "Newburgh" "" "TRIANGLE" "NY" "2/17/2012 23:00"
"61733" "Staten Island" "" "CIGAR" "NY" "2/25/2012 10:58"
"61742" "Youngstown" "BLUE" "OVAL" "NY" "2/26/2012 2:00"
"61755" "Ontario" "" "FLASH" "NY" "2/27/2012 0:00"
"61765" "Saratoga Springs" "" "LIGHT" "NY" "2/28/2012 19:30"
"61771" "Mechanicville" "" "EGG" "NY" "2/28/2012 22:20"
"61772" "Watertown" "GREEN BLUE" "LIGHT" "NY" "2/28/2012 22:20"
"61787" "Garden City" "BLUE" "" "NY" "3/1/2012 18:45"
"61824" "Albany" "ORANGE" "TRIANGLE" "NY" "3/3/2012 23:30"
"61841" "Middletown" "" "LIGHT" "NY" "3/5/2012 20:05"
"61862" "Greenlawn" "" "DISK" "NY" "3/7/2012 21:14"
"61866" "New York" "" "DISK" "NY" "3/7/2012 23:20"
"61873" "Sloatsburg" "" "LIGHT" "NY" "3/8/2012 20:00"
"61905" "West Islip" "ORANGE" "SPHERE" "NY" "3/10/2012 20:00"
"61921" "Schaghticoke" "" "LIGHT" "NY" "3/11/2012 20:00"
"61924" "Ogdensburg" "" "OVAL" "NY" "3/11/2012 20:55"
"61925" "East Elmhurst" "" "LIGHT" "NY" "3/11/2012 21:00"
"61934" "Monticello" "YELLOW" "OVAL" "NY" "3/12/2012 21:00"
"61940" "Syracuse" "" "OTHER" "NY" "3/12/2012 22:04"
"61941" "Saratoga Springs" "YELLOW" "VARIOUS" "NY" "3/13/2012 0:00"
"61960" "Binghamton" "RED" "FORMATION" "NY" "3/13/2012 23:00"
"61964" "Catskill" "" "" "NY" "3/14/2012 2:35"
"61972" "Vestal" "" "FIREBALL" "NY" "3/14/2012 20:00"
"61978" "Rocky Point" "" "SPHERE" "NY" "3/14/2012 21:30"
"61979" "Buffalo" "" "LIGHT" "NY" "3/14/2012 22:00"
"61983" "Niagara Falls" "ORANGE" "FORMATION" "NY" "3/14/2012 23:15"
"61988" "Monroe" "" "FLASH" "NY" "3/14/2012 23:50"
"62002" "Syracuse" "" "LIGHT" "NY" "3/15/2012 22:00"
"62007" "Staten Island" "BLUE" "LIGHT" "NY" "3/16/2012 4:00"
"62018" "Ashville" "" "TEARDROP" "NY" "3/16/2012 20:30"
"62035" "East Islip" "" "CIGAR" "NY" "3/17/2012 15:00"
"62059" "Buffalo" "RED" "SPHERE" "NY" "3/18/2012 20:00"
"62090" "Niskayuna" "" "DISK" "NY" "3/19/2012 20:20"
"62091" "Buffalo" "" "FIREBALL" "NY" "3/19/2012 22:00"
"62096" "Hopewell Junction" "" "TRIANGLE" "NY" "3/20/2012 0:00"
"62099" "West Seneca" "" "TRIANGLE" "NY" "3/20/2012 3:40"
"62112" "Hopewell Junction" "" "TRIANGLE" "NY" "3/20/2012 22:00"
"62120" "Plattsburgh" "" "OTHER" "NY" "3/21/2012 4:30"
"62122" "Whitesboro" "" "LIGHT" "NY" "3/21/2012 6:00"
"62128" "De Kalb" "YELLOW GREEN" "" "NY" "3/21/2012 19:30"
"62149" "Franklin Square" "" "CIRCLE" "NY" "3/23/2012 1:00"
"62170" "Wainscott" "" "LIGHT" "NY" "3/24/2012 7:00"
"62171" "Wainscott" "" "LIGHT" "NY" "3/24/2012 7:00"
"62183" "Farmington" "RED YELLOW" "TRIANGLE" "NY" "3/24/2012 21:15"
"62186" "Fresh Meadows" "" "LIGHT" "NY" "3/24/2012 22:00"
"62187" "Kew Gardens" "" "LIGHT" "NY" "3/24/2012 22:30"
"62220" "Newburgh" "" "OTHER" "NY" "3/27/2012 5:05"
"62254" "Harrison" "" "FORMATION" "NY" "3/29/2012 22:40"
"62293" "New York City" "" "CIGAR" "NY" "4/2/2012 5:00"
"62298" "Rockaway Park" "" "CIGAR" "NY" "4/2/2012 20:42"
"62342" "Carmel" "" "" "NY" "4/6/2012 16:41"
"62357" "Kingston" "" "FORMATION" "NY" "4/7/2012 19:00"
"62359" "Huntington Station" "RED" "LIGHT" "NY" "4/7/2012 20:45"
"62408" "Wappingers Falls" "" "LIGHT" "NY" "4/10/2012 20:00"
"62452" "Buffalo" "" "OTHER" "NY" "4/12/2012 19:00"
"62489" "Bohemia" "" "OVAL" "NY" "4/15/2012 14:00"
"62495" "Bethpage" "RED" "CIRCLE" "NY" "4/15/2012 23:30"
"62515" "Bethpage" "BLUE" "FLASH" "NY" "4/16/2012 23:33"
"62538" "Niagara Falls" "YELLOW GREEN" "CIRCLE" "NY" "4/18/2012 10:30"
"62545" "Saugerties" "" "" "NY" "4/18/2012 20:30"
"62589" "Baldwinsville" "" "TRIANGLE" "NY" "4/20/2012 23:30"
"62597" "Bay Shore" "" "FIREBALL" "NY" "4/21/2012 17:45"
"62641" "New York City" "" "" "NY" "4/23/2012 21:46"
"62670" "Circleville" "" "TRIANGLE" "NY" "4/25/2012 23:15"
"62696" "New York City" "" "LIGHT" "NY" "4/27/2012 21:00"
"62701" "Williamsville" "RED" "" "NY" "4/27/2012 22:30"
"62723" "Woodstock" "" "LIGHT" "NY" "4/29/2012 20:30"
"62729" "Elmsford" "ORANGE" "FIREBALL" "NY" "4/29/2012 22:45"
"62765" "Mexico" "YELLOW" "SPHERE" "NY" "5/4/2012 0:00"
"62778" "Plainview" "" "FIREBALL" "NY" "5/5/2012 0:00"
"62791" "Hamburg" "GREEN" "LIGHT" "NY" "5/5/2012 21:30"
"62798" "Cheektowaga" "" "CIRCLE" "NY" "5/5/2012 23:00"
"62816" "Rock Stream" "" "SPHERE" "NY" "5/6/2012 22:00"
"62865" "Chazy" "" "EGG" "NY" "5/11/2012 17:00"
"62890" "Yorktown Heights" "ORANGE" "CIRCLE" "NY" "5/12/2012 21:00"
"62905" "Garden City" "" "SPHERE" "NY" "5/12/2012 22:15"
"62921" "Mechanicville" "" "CIRCLE" "NY" "5/13/2012 21:00"
"62975" "Mastic Beach" "" "SPHERE" "NY" "5/17/2012 23:23"
"62976" "Bayshore" "" "DISK" "NY" "5/18/2012 0:00"
"63018" "Sandy Creek" "RED" "SPHERE" "NY" "5/19/2012 22:00"
"63020" "Ovid" "ORANGE" "CIRCLE" "NY" "5/19/2012 22:15"
"63073" "Fulton" "RED" "CIRCLE" "NY" "5/22/2012 21:30"
"63078" "Saratoga Springs" "" "VARIOUS" "NY" "5/22/2012 23:30"
"63122" "Cambridge" "" "CIRCLE" "NY" "5/26/2012 21:00"
"63127" "Macedon" "ORANGE" "SPHERE" "NY" "5/26/2012 21:38"
"63143" "Wingdale" "" "LIGHT" "NY" "5/27/2012 22:00"
"63164" "Caledonia" "" "CIRCLE" "NY" "5/28/2012 22:35"
"63228" "Webster" "ORANGE" "CIRCLE" "NY" "6/2/2012 22:00"
"63242" "Harriman State Park" "ORANGE" "OTHER" "NY" "6/3/2012 1:15"
"63282" "Valhalla" "" "SPHERE" "NY" "6/6/2012 10:00"
"63300" "Blue Point" "" "" "NY" "6/7/2012 4:02"
"63319" "Binghamton" "" "OTHER" "NY" "6/8/2012 2:00"
"63363" "Jamestown" "RED" "LIGHT" "NY" "6/9/2012 22:55"
"63365" "Lansing" "" "FLASH" "NY" "6/9/2012 23:00"
"63390" "New York City" "" "DISK" "NY" "6/11/2012 19:45"
"63399" "New York City" "" "OTHER" "NY" "6/12/2012 3:00"
"63412" "Akron" "" "CIRCLE" "NY" "6/12/2012 22:30"
"63428" "Cheektowaga" "" "CIRCLE" "NY" "6/13/2012 22:40"
"63433" "Huntington Station" "" "SPHERE" "NY" "6/14/2012 2:15"
"63464" "Penn Yan" "" "FIREBALL" "NY" "6/15/2012 20:30"
"63466" "Huntington" "" "LIGHT" "NY" "6/15/2012 21:00"
"63478" "Oakdale" "RED BLUE" "DIAMOND" "NY" "6/15/2012 23:00"
"63480" "Schenectady" "" "SPHERE" "NY" "6/15/2012 23:37"
"63481" "North Babylon" "ORANGE" "CIRCLE" "NY" "6/15/2012 23:48"
"63491" "Southold" "ORANGE" "FIREBALL" "NY" "6/16/2012 21:30"
"63505" "Phoenix" "" "SPHERE" "NY" "6/16/2012 22:20"
"63508" "Eden" "" "FORMATION" "NY" "6/16/2012 22:45"
"63517" "Niskayuna" "" "LIGHT" "NY" "6/16/2012 23:47"
"63589" "Tonawanda" "" "FIREBALL" "NY" "6/20/2012 22:20"
"63610" "Binghamton" "" "LIGHT" "NY" "6/21/2012 22:00"
"63637" "West Edmeston" "" "FIREBALL" "NY" "6/22/2012 21:15"
"63651" "Webster" "" "DIAMOND" "NY" "6/22/2012 23:00"
"63655" "Rome" "" "DISK" "NY" "6/23/2012 0:00"
"63667" "North Babylon" "ORANGE YELLOW" "CIRCLE" "NY" "6/23/2012 21:15"
"63676" "South Wales" "ORANGE" "SPHERE" "NY" "6/23/2012 22:00"
"63683" "Staten Island" "" "FIREBALL" "NY" "6/23/2012 22:30"
"63688" "Hoosick" "" "LIGHT" "NY" "6/23/2012 23:00"
"63701" "Bayville" "" "FIREBALL" "NY" "6/24/2012 1:00"
"63858" "Rockaway" "" "LIGHT" "NY" "6/30/2012 20:00"
"63861" "East Islip" "ORANGE" "FIREBALL" "NY" "6/30/2012 21:30"
"63865" "Auburn" "RED" "LIGHT" "NY" "6/30/2012 21:45"
"63869" "Johnsonville" "" "CIRCLE" "NY" "6/30/2012 22:00"
"63870" "Utica" "" "CIRCLE" "NY" "6/30/2012 22:02"
"63876" "Lebanon" "RED" "FIREBALL" "NY" "6/30/2012 22:45"
"63898" "Lansing" "ORANGE" "CIRCLE" "NY" "7/1/2012 21:45"
"63903" "Babylon" "" "FIREBALL" "NY" "7/1/2012 22:30"
"63904" "Babylon" "" "FIREBALL" "NY" "7/1/2012 22:30"
"63923" "Elmira" "" "" "NY" "7/2/2012 23:45"
"63931" "Herkimer" "" "OTHER" "NY" "7/3/2012 21:11"
"63938" "Salamanca" "" "OVAL" "NY" "7/3/2012 22:00"
"63977" "New Rochelle" "RED ORANGE" "DISK" "NY" "7/4/2012 20:30"
"63991" "Orchard Park" "RED" "FIREBALL" "NY" "7/4/2012 21:00"
"64043" "Buffalo" "RED ORANGE" "FIREBALL" "NY" "7/4/2012 22:00"
"64074" "Rochester" "GREEN" "CIRCLE" "NY" "7/4/2012 22:10"
"64097" "Levittown" "ORANGE" "SPHERE" "NY" "7/4/2012 22:30"
"64158" "Pulaski" "ORANGE" "CIRCLE" "NY" "7/5/2012 22:00"
"64166" "Orchard Park" "" "" "NY" "7/6/2012 0:00"
"64190" "Williamsville" "RED" "LIGHT" "NY" "7/6/2012 23:30"
"64206" "Penn Yan" "" "LIGHT" "NY" "7/7/2012 21:15"
"64218" "Elmira" "" "OVAL" "NY" "7/7/2012 22:10"
"64293" "Northport" "" "LIGHT" "NY" "7/10/2012 23:00"
"64307" "Fairport" "RED" "FIREBALL" "NY" "7/11/2012 22:10"
"64313" "Horseheads" "" "" "NY" "7/11/2012 23:41"
"64321" "Ronkonkoma" "RED" "CIRCLE" "NY" "7/12/2012 9:15"
"64342" "North Massapequa" "" "FIREBALL" "NY" "7/13/2012 21:00"
"64353" "East Moriches" "" "FIREBALL" "NY" "7/13/2012 22:30"
"64361" "Eagle Bay" "" "OVAL" "NY" "7/14/2012 19:00"
"64378" "Warwick" "RED" "CIRCLE" "NY" "7/14/2012 22:00"
"64406" "New York City" "GREEN" "LIGHT" "NY" "7/16/2012 0:30"
"64413" "Belmont" "" "SPHERE" "NY" "7/17/2012 0:00"
"64440" "East Northport" "" "RECTANGLE" "NY" "7/18/2012 9:20"
"64479" "Beekmantown" "" "LIGHT" "NY" "7/19/2012 22:05"
"64498" "Westfield" "" "FIREBALL" "NY" "7/20/2012 22:30"
"64507" "Rochester" "" "TRIANGLE" "NY" "7/21/2012 3:05"
"64518" "Greigsville" "ORANGE" "FIREBALL" "NY" "7/21/2012 21:00"
"64519" "Maspeth" "" "CIRCLE" "NY" "7/21/2012 21:00"
"64520" "Maspeth" "BLUE" "CIRCLE" "NY" "7/21/2012 21:00"
"64526" "Cicero" "ORANGE" "FIREBALL" "NY" "7/21/2012 21:30"
"64533" "York" "ORANGE" "CIRCLE" "NY" "7/21/2012 21:50"
"64534" "Medford" "" "OVAL" "NY" "7/21/2012 21:55"
"64537" "Staten Island" "" "FIREBALL" "NY" "7/21/2012 22:00"
"64538" "Hamburg" "ORANGE" "FIREBALL" "NY" "7/21/2012 22:05"
"64574" "New York City" "RED" "OTHER" "NY" "7/23/2012 22:20"
"64585" "Staten Island" "" "TRIANGLE" "NY" "7/24/2012 22:30"
"64618" "Centereach" "" "CIRCLE" "NY" "7/26/2012 19:00"
"64620" "Centereach" "" "" "NY" "7/26/2012 20:25"
"64641" "Buffalo" "" "FIREBALL" "NY" "7/27/2012 23:00"
"64646" "Huntington" "BLUE" "LIGHT" "NY" "7/28/2012 3:00"
"64672" "Massapequa Park" "" "SPHERE" "NY" "7/28/2012 22:00"
"64679" "Oswego" "" "LIGHT" "NY" "7/29/2012 0:05"
"64693" "Buffalo" "ORANGE" "FIREBALL" "NY" "7/29/2012 22:00"
"64700" "Ithaca" "" "" "NY" "7/29/2012 23:30"
"64703" "New York City" "GREEN" "OVAL" "NY" "7/30/2012 2:00"
"64704" "Brightwaters" "" "LIGHT" "NY" "7/30/2012 4:00"
"64706" "New York City" "" "CIRCLE" "NY" "7/30/2012 16:00"
"64767" "Staten Island" "" "FIREBALL" "NY" "8/2/2012 21:30"
"64772" "Farmington" "" "" "NY" "8/3/2012 1:00"
"64786" "Binghamton" "" "FIREBALL" "NY" "8/3/2012 22:30"
"64810" "New Rochelle" "ORANGE" "FIREBALL" "NY" "8/4/2012 21:35"
"64812" "Carlton" "" "FORMATION" "NY" "8/4/2012 22:00"
"64822" "Hamlin Beach State Park" "" "OVAL" "NY" "8/4/2012 23:00"
"64849" "New York City" "BLUE" "LIGHT" "NY" "8/6/2012 0:55"
"64853" "Phoenix" "" "FLASH" "NY" "8/6/2012 5:00"
"64861" "Fishkill" "" "LIGHT" "NY" "8/6/2012 21:00"
"64911" "Ulster Heights" "" "CIRCLE" "NY" "8/7/2012 21:15"
"64922" "Binghamton" "" "TRIANGLE" "NY" "8/7/2012 22:00"
"64944" "Red Hook" "" "LIGHT" "NY" "8/8/2012 0:00"
"64953" "Poughkeepsie" "" "TRIANGLE" "NY" "8/8/2012 11:00"
"65087" "Babylon" "RED ORANGE" "FIREBALL" "NY" "8/12/2012 21:15"
"65154" "Buffalo" "ORANGE" "LIGHT" "NY" "8/15/2012 21:40"
"65166" "Woodstock" "" "FIREBALL" "NY" "8/16/2012 21:00"
"65220" "Rome" "" "CIRCLE" "NY" "8/18/2012 20:25"
"65224" "Lindenhurst" "" "FIREBALL" "NY" "8/18/2012 20:50"
"65227" "Binghamton" "" "" "NY" "8/18/2012 21:00"
"65228" "Cambridge" "" "LIGHT" "NY" "8/18/2012 21:00"
"65250" "New York City" "" "SPHERE" "NY" "8/18/2012 22:00"
"65276" "Walworth" "ORANGE" "SPHERE" "NY" "8/19/2012 21:02"
"65280" "Chautauqua" "" "FIREBALL" "NY" "8/19/2012 22:00"
"65281" "Commack" "" "DIAMOND" "NY" "8/19/2012 22:00"
"65333" "Merrick" "BLUE" "TRIANGLE" "NY" "8/22/2012 18:45"
"65335" "New York City" "" "CIGAR" "NY" "8/22/2012 20:05"
"65350" "New Hyde Park" "ORANGE YELLOW GREEN" "FIREBALL" "NY" "8/23/2012 6:55"
"65352" "Brentwood" "" "" "NY" "8/23/2012 9:15"
"65353" "Rochester" "" "VARIOUS" "NY" "8/23/2012 9:40"
"65371" "Northport" "" "FIREBALL" "NY" "8/24/2012 7:30"
"65372" "Syracuse" "" "CIGAR" "NY" "8/24/2012 10:15"
"65387" "Rochester" "ORANGE" "SPHERE" "NY" "8/24/2012 22:00"
"65391" "Bolton Landing" "ORANGE" "CIRCLE" "NY" "8/24/2012 23:00"
"65404" "Fowler" "" "SPHERE" "NY" "8/25/2012 20:00"
"65408" "Cortland" "" "FIREBALL" "NY" "8/25/2012 21:00"
"65411" "Greece" "RED" "SPHERE" "NY" "8/25/2012 21:00"
"65423" "Hauppauge" "ORANGE" "FIREBALL" "NY" "8/25/2012 21:45"
"65437" "Syracuse" "" "CIRCLE" "NY" "8/26/2012 0:00"
"65447" "Lake George" "" "OTHER" "NY" "8/26/2012 18:00"
"65459" "Syracuse" "" "FIREBALL" "NY" "8/26/2012 21:00"
"65464" "Sag Harbor" "RED" "FIREBALL" "NY" "8/26/2012 23:30"
"65468" "Lancaster" "GREEN" "TEARDROP" "NY" "8/27/2012 6:10"
"65493" "Rochester" "" "LIGHT" "NY" "8/29/2012 0:00"
"65497" "New York City" "" "EGG" "NY" "8/29/2012 12:00"
"65506" "Clarence" "" "OVAL" "NY" "8/29/2012 21:40"
"65549" "Amsterdam" "" "" "NY" "8/31/2012 23:30"
"65558" "Dexter" "" "FIREBALL" "NY" "9/1/2012 9:00"
"65560" "Oyster Bay" "RED" "FIREBALL" "NY" "9/1/2012 10:28"
"65567" "Lake George" "ORANGE" "SPHERE" "NY" "9/1/2012 20:00"
"65584" "Lindenhurst" "" "FIREBALL" "NY" "9/1/2012 21:45"
"65624" "Southwick Beach State Park" "" "FIREBALL" "NY" "9/2/2012 22:00"
"65665" "Miller Place" "RED BLUE" "DIAMOND" "NY" "9/5/2012 20:24"
"65675" "Lockport" "" "CIRCLE" "NY" "9/6/2012 19:00"
"65677" "New York City" "ORANGE" "FIREBALL" "NY" "9/6/2012 21:04"
"65689" "North Tonawanda" "ORANGE" "FIREBALL" "NY" "9/7/2012 20:30"
"65713" "Troy" "ORANGE" "LIGHT" "NY" "9/8/2012 20:52"
"65717" "Lockport" "" "LIGHT" "NY" "9/8/2012 21:10"
"65746" "Elmont" "" "CIRCLE" "NY" "9/9/2012 20:10"
"65751" "New York City" "" "LIGHT" "NY" "9/9/2012 21:00"
"65766" "Stony Brook" "" "FLASH" "NY" "9/10/2012 18:00"
"65769" "Niagara Falls" "ORANGE YELLOW" "FIREBALL" "NY" "9/10/2012 20:20"
"65770" "Herkimer" "" "OVAL" "NY" "9/10/2012 20:30"
"65790" "Black River" "GREEN" "CIRCLE" "NY" "9/11/2012 0:30"
"65831" "Schenectady" "" "FIREBALL" "NY" "9/12/2012 20:30"
"65845" "Buffalo" "BLUE" "LIGHT" "NY" "9/13/2012 0:50"
"65893" "Theresa" "" "CIGAR" "NY" "9/15/2012 19:00"
"65944" "Dryden" "" "LIGHT" "NY" "9/17/2012 19:00"
"65966" "Whitehall" "" "" "NY" "9/19/2012 0:00"
"65970" "New York City" "" "DISK" "NY" "9/19/2012 14:00"
"65973" "Lisbon" "" "LIGHT" "NY" "9/19/2012 20:15"
"66010" "Kingston" "" "LIGHT" "NY" "9/21/2012 20:30"
"66011" "Mallory" "GREEN" "OVAL" "NY" "9/21/2012 20:30"
"66016" "Ithaca" "" "" "NY" "9/21/2012 20:47"
"66018" "Ithaca" "" "RECTANGLE" "NY" "9/21/2012 20:48"
"66022" "Aquebogue" "" "LIGHT" "NY" "9/21/2012 21:20"
"66023" "Lockport" "" "FIREBALL" "NY" "9/21/2012 21:30"
"66128" "Depew" "RED" "LIGHT" "NY" "9/26/2012 20:20"
"66189" "North Tonawanda" "" "FIREBALL" "NY" "9/29/2012 20:00"
"66192" "Buffalo" "RED ORANGE" "" "NY" "9/29/2012 20:30"
"66221" "Kingston" "" "FLASH" "NY" "9/30/2012 22:00"
"66289" "New York City" "" "FIREBALL" "NY" "10/4/2012 22:00"
"66319" "New York City" "" "LIGHT" "NY" "10/6/2012 4:00"
"66374" "Batavia" "" "CIRCLE" "NY" "10/9/2012 15:00"
"66382" "Woodbourne" "ORANGE" "OTHER" "NY" "10/9/2012 23:30"
"66388" "Syracuse" "" "LIGHT" "NY" "10/10/2012 19:40"
"66389" "Syracuse" "ORANGE" "CIRCLE" "NY" "10/10/2012 19:45"
"66392" "New York City" "" "DISK" "NY" "10/10/2012 20:15"
"66401" "Suffern" "" "CYLINDER" "NY" "10/10/2012 23:01"
"66408" "Bablyon" "" "DISK" "NY" "10/11/2012 7:00"
"66413" "Saratoga Springs" "" "CIRCLE" "NY" "10/11/2012 19:45"
"66453" "Stone Ridge" "" "SPHERE" "NY" "10/13/2012 4:00"
"66498" "Nanuet" "" "LIGHT" "NY" "10/14/2012 23:00"
"66516" "Rochester" "" "TEARDROP" "NY" "10/16/2012 1:00"
"66541" "Webster" "GREEN" "OTHER" "NY" "10/17/2012 1:05"
"66549" "Ridgewood" "" "OVAL" "NY" "10/17/2012 17:55"
"66601" "New York City" "" "SPHERE" "NY" "10/20/2012 17:30"
"66607" "Delhi" "ORANGE" "LIGHT" "NY" "10/20/2012 19:15"
"66632" "Islamorada" "" "CHEVRON" "NY" "10/21/2012 4:00"
"66662" "Wellsville" "" "FIREBALL" "NY" "10/22/2012 18:20"
"66726" "East Fishkill" "ORANGE" "LIGHT" "NY" "10/25/2012 9:30"
"66732" "Kings Park" "" "TRIANGLE" "NY" "10/25/2012 20:30"
"66759" "Wading River" "" "FIREBALL" "NY" "10/27/2012 20:40"
"66767" "New York City" "ORANGE" "FIREBALL" "NY" "10/27/2012 21:35"
"66807" "Shrub Oak" "" "EGG" "NY" "10/30/2012 18:30"
"66912" "Pawling" "GREEN" "VARIOUS" "NY" "11/3/2012 23:45"
"66939" "Germantown" "" "TRIANGLE" "NY" "11/5/2012 5:00"
"66942" "Grand Island" "" "CIGAR" "NY" "11/5/2012 15:30"
"66945" "Brewster" "" "FIREBALL" "NY" "11/5/2012 17:20"
"67038" "Canastota" "ORANGE GREEN" "LIGHT" "NY" "11/8/2012 21:45"
"67090" "Derby" "ORANGE" "" "NY" "11/10/2012 18:30"
"67091" "Endicott" "" "CIRCLE" "NY" "11/10/2012 18:30"
"67115" "Vestal" "" "TRIANGLE" "NY" "11/10/2012 22:00"
"67165" "New York City" "RED" "SPHERE" "NY" "11/12/2012 22:20"
"67175" "Buffalo" "" "LIGHT" "NY" "11/13/2012 16:16"
"67196" "Lake Ronkonkoma" "" "SPHERE" "NY" "11/14/2012 5:00"
"67209" "Levittown" "ORANGE" "LIGHT" "NY" "11/14/2012 18:35"
"67258" "Owego" "" "CIRCLE" "NY" "11/16/2012 16:30"
"67275" "Lancaster" "ORANGE" "FIREBALL" "NY" "11/16/2012 23:38"
"67280" "Hicksville" "" "LIGHT" "NY" "11/17/2012 1:00"
"67283" "Jamesport" "" "DISK" "NY" "11/17/2012 10:00"
"67339" "New York City" "" "TRIANGLE" "NY" "11/19/2012 0:35"
"67344" "Saugerties" "" "DISK" "NY" "11/19/2012 11:50"
"67356" "New York City" "RED" "SPHERE" "NY" "11/19/2012 21:00"
"67357" "Lancaster" "ORANGE" "FIREBALL" "NY" "11/19/2012 22:31"
"67391" "South Nayack" "BLUE" "LIGHT" "NY" "11/22/2012 2:00"
"67398" "Mount Kisco" "" "LIGHT" "NY" "11/22/2012 16:45"
"67410" "Holbrook" "ORANGE" "LIGHT" "NY" "11/22/2012 19:30"
"67413" "Spencer" "RED" "LIGHT" "NY" "11/22/2012 20:00"
"67425" "Northport" "" "LIGHT" "NY" "11/22/2012 23:30"
"67427" "Warwick" "" "FORMATION" "NY" "11/23/2012 10:00"
"67496" "Port Jervis" "RED" "TRIANGLE" "NY" "11/27/2012 20:10"
"67513" "Haverstraw" "" "LIGHT" "NY" "11/28/2012 21:36"
"67550" "Schenectady" "RED" "OTHER" "NY" "11/30/2012 22:20"
"67571" "Binghamton" "RED" "LIGHT" "NY" "12/3/2012 17:00"
"67576" "Goshen" "" "FIREBALL" "NY" "12/3/2012 20:00"
"67588" "Plattekill" "" "CIRCLE" "NY" "12/4/2012 19:00"
"67608" "Buffalo" "" "FLASH" "NY" "12/5/2012 10:37"
"67627" "Canajoharie" "" "CHEVRON" "NY" "12/6/2012 18:45"
"67660" "Kingston" "" "LIGHT" "NY" "12/7/2012 21:25"
"67789" "New York City" "" "VARIOUS" "NY" "12/14/2012 5:00"
"67817" "Freeport" "" "CIRCLE" "NY" "12/15/2012 23:00"
"67825" "Plattsburgh" "" "TRIANGLE" "NY" "12/16/2012 21:47"
"67849" "Islip" "ORANGE" "LIGHT" "NY" "12/18/2012 23:45"
"67893" "Syracuse" "" "" "NY" "12/21/2012 0:00"
"68007" "Amherst" "ORANGE" "LIGHT" "NY" "12/25/2012 20:05"
"68013" "Pine Bush" "RED" "FORMATION" "NY" "12/25/2012 20:45"
"68016" "Pine Bush" "" "CIRCLE" "NY" "12/25/2012 21:00"
"68020" "New York City" "" "DISK" "NY" "12/26/2012 6:00"
"68035" "New York City" "RED ORANGE" "FIREBALL" "NY" "12/27/2012 17:15"
"68226" "Corona" "" "OTHER" "NY" "1/2/2013 6:20"
"68234" "Bedford" "" "TRIANGLE" "NY" "1/3/2013 6:45"
"68251" "Batavia" "" "DISK" "NY" "1/4/2013 15:00"
"68265" "Milan" "GREEN" "FIREBALL" "NY" "1/5/2013 18:35"
"68311" "Vestal" "" "TRIANGLE" "NY" "1/8/2013 19:50"
"68368" "Irvington" "" "" "NY" "1/15/2013 2:20"
"68396" "High Falls" "" "CIGAR" "NY" "1/17/2013 23:00"
"68427" "Schenectady" "" "LIGHT" "NY" "1/21/2013 0:00"
"68458" "Schenectady" "" "FLASH" "NY" "1/25/2013 6:02"
"68459" "Schoharie" "" "FIREBALL" "NY" "1/25/2013 6:05"
"68480" "New York City" "" "LIGHT" "NY" "1/27/2013 0:00"
"68492" "Clifton Park" "RED" "LIGHT" "NY" "1/29/2013 21:00"
"68524" "Poughkeepsie" "" "DIAMOND" "NY" "2/2/2013 5:50"
"68553" "Remsen" "" "CYLINDER" "NY" "2/4/2013 19:36"
"68560" "Blossvale" "BLUE" "LIGHT" "NY" "2/6/2013 5:55"
"68661" "Rochester" "" "LIGHT" "NY" "2/16/2013 20:30"
