"CTY","CLRS","Shape.Reported","State","Time"
"East Amherst","","DISK","NY","8/19/2004 22:30"
"Peekskill","","VARIOUS","NY","8/20/2004 15:00"
"New York City","","OVAL","NY","8/20/2004 22:00"
"Utica","","TRIANGLE","NY","8/21/2004 22:30"
"Hunter","","TRIANGLE","NY","8/21/2004 22:40"
"Celoron","BLUE","TRIANGLE","NY","8/27/2004 15:00"
"New York City","","TRIANGLE","NY","8/29/2004 13:30"
"New York City","","CIRCLE","NY","8/29/2004 15:15"
"Herkimer","","OTHER","NY","8/31/2004 20:00"
"Verona","","OTHER","NY","8/31/2004 20:30"
"Malden Bridge","","DISK","NY","8/31/2004 20:45"
"Aquebogue","","OTHER","NY","8/31/2004 21:00"
"Endwell","","OTHER","NY","8/31/2004 21:00"
"New York City","GREEN","LIGHT","NY","8/31/2004 21:00"
"Romulus","","CONE","NY","8/31/2004 21:00"
"Au Sable Forks","","OTHER","NY","8/31/2004 21:15"
"New York City","","","NY","9/1/2004 2:30"
"New York City","","OVAL","NY","9/1/2004 18:00"
"New York City","","LIGHT","NY","9/6/2004 5:00"
"Depew","","DISK","NY","9/7/2004 4:15"
"Whangarei","","OTHER","NY","9/9/2004 15:30"
"Mastic Beach","","LIGHT","NY","9/10/2004 20:00"
"Darien Center","","LIGHT","NY","9/10/2004 22:15"
"Keeseville","","OVAL","NY","9/11/2004 2:00"
"Fair Haven","","FIREBALL","NY","9/11/2004 20:45"
"Saratoga","","","NY","9/11/2004 22:00"
"New York City","","DISK","NY","9/17/2004 12:00"
"Buffalo","","LIGHT","NY","9/18/2004 21:30"
"Buffalo","","FORMATION","NY","9/18/2004 22:30"
"Buffalo","","LIGHT","NY","9/19/2004 23:30"
"Pine Bush","","RECTANGLE","NY","9/20/2004 2:00"
"Batavia","","TEARDROP","NY","9/26/2004 8:05"
"Middle Island","","LIGHT","NY","9/26/2004 22:15"
"Mt. Morris","","CIRCLE","NY","10/1/2004 4:32"
"Portchester","","TRIANGLE","NY","10/2/2004 2:55"
"East Rochester","","","NY","10/2/2004 3:00"
"New York City","","LIGHT","NY","10/3/2004 16:00"
"New York City","","SPHERE","NY","10/3/2004 16:00"
"Inwood","","OTHER","NY","10/5/2004 20:00"
"Lynbrook","","FORMATION","NY","10/5/2004 20:00"
"Amsterdam","","CIRCLE","NY","10/8/2004 18:52"
"Chateauqua","","FORMATION","NY","10/10/2004 19:00"
"Ripley","RED","CIRCLE","NY","10/10/2004 19:00"
"Williamsville","","LIGHT","NY","10/11/2004 23:15"
"Utica","BLUE","LIGHT","NY","10/12/2004 12:55"
"New Rochelle","","RECTANGLE","NY","10/13/2004 23:50"
"Wingdale","BLUE","OTHER","NY","10/15/2004 6:00"
"Yonkers","","DISK","NY","10/16/2004 18:45"
"Somers","","","NY","10/17/2004 3:00"
"Hampton Bays","","LIGHT","NY","10/18/2004 16:45"
"New Rochelle","","DISK","NY","10/20/2004 18:00"
"Troy","","LIGHT","NY","10/22/2004 4:00"
"Williamsville","","LIGHT","NY","10/22/2004 21:15"
"New York City","","TRIANGLE","NY","10/27/2004 22:00"
"New York City","","CHEVRON","NY","10/27/2004 22:15"
"Ithaca","","CHEVRON","NY","10/27/2004 22:20"
"Woodside","","CHEVRON","NY","10/27/2004 22:20"
"Ithaca","","TRIANGLE","NY","10/27/2004 22:30"
"Rochester","","CHEVRON","NY","10/27/2004 22:30"
"Skaneateles","","TRIANGLE","NY","10/27/2004 22:30"
"Rochester","","CIRCLE","NY","10/27/2004 22:45"
"Geneseo","RED","LIGHT","NY","10/27/2004 23:00"
"New York City","","LIGHT","NY","10/28/2004 0:00"
"Florida","RED","TRIANGLE","NY","10/28/2004 6:00"
"New York City","","TEARDROP","NY","10/30/2004 0:00"
"Old Westbury","","DISK","NY","10/31/2004 18:00"
"Syracuse","","LIGHT","NY","11/3/2004 21:00"
"Syracuse","","LIGHT","NY","11/3/2004 21:30"
"Syracuse","","FORMATION","NY","11/3/2004 22:30"
"Bethpage","","OVAL","NY","11/6/2004 11:30"
"New York City","","DISK","NY","11/7/2004 7:30"
"East Patchogue","","OVAL","NY","11/7/2004 17:00"
"Avon","","","NY","11/10/2004 2:00"
"Depew","","CIGAR","NY","11/12/2004 15:30"
"Congers","","OTHER","NY","11/13/2004 0:30"
"Endicott-Vestal","","DISK","NY","11/15/2004 6:50"
"Mohawk","","LIGHT","NY","11/16/2004 19:15"
"Mahopac","","","NY","11/18/2004 2:30"
"New York City","","LIGHT","NY","11/24/2004 21:30"
"Perrysburg","","LIGHT","NY","11/29/2004 22:00"
"Syracuse","","TRIANGLE","NY","11/30/2004 6:15"
"Jamestown","","FORMATION","NY","12/3/2004 21:00"
"New York City","","RECTANGLE","NY","12/5/2004 1:30"
"Bainbridge","","DISK","NY","12/5/2004 21:35"
"Greenwood Lake","","OTHER","NY","12/8/2004 18:00"
"Savanna","","CIGAR","NY","12/15/2004 8:00"
"Binghamton","","OTHER","NY","12/16/2004 15:40"
"East Islip","","LIGHT","NY","12/17/2004 0:30"
"Garden City","","LIGHT","NY","12/25/2004 18:35"
"Wellsville","ORANGE","FIREBALL","NY","12/30/2004 20:30"
"Buffalo","RED","LIGHT","NY","1/5/2005 23:30"
"New York City","","CYLINDER","NY","1/7/2005 12:30"
"Wading River","","SPHERE","NY","1/14/2005 21:30"
"Walton","GREEN","DISK","NY","1/19/2005 22:00"
"New York City","","CYLINDER","NY","1/25/2005 17:00"
"Commack","","CHEVRON","NY","1/31/2005 19:30"
"New York City","","FIREBALL","NY","2/2/2005 14:20"
"Hauppauge","","","NY","2/2/2005 17:29"
"Beacon","","LIGHT","NY","2/2/2005 19:00"
"New York City","","DISK","NY","2/9/2005 16:00"
"New York City","","LIGHT","NY","2/10/2005 19:50"
"Seldon","GREEN","LIGHT","NY","2/12/2005 2:30"
"Glen Cove","","DIAMOND","NY","2/17/2005 23:20"
"Batavia","","LIGHT","NY","2/18/2005 18:55"
"Rochester","","EGG","NY","2/19/2005 23:47"
"Hicksville","","EGG","NY","2/20/2005 2:15"
"Brewerton","","TRIANGLE","NY","2/22/2005 22:30"
"Geneva","","OTHER","NY","2/25/2005 5:30"
"Oceanside","","DISK","NY","2/25/2005 21:30"
"Bellerose","","OTHER","NY","2/26/2005 22:15"
"New York City","","","NY","2/27/2005 0:05"
"Barneveld","","TRIANGLE","NY","2/27/2005 1:00"
"Albion","","LIGHT","NY","3/4/2005 22:30"
"Elmira","","CIRCLE","NY","3/5/2005 21:00"
"Schroon Lake","","DISK","NY","3/6/2005 0:00"
"Castleton","","","NY","3/10/2005 19:00"
"Latham","ORANGE","DIAMOND","NY","3/10/2005 20:10"
"Basom","","FIREBALL","NY","3/12/2005 10:00"
"York","","DISK","NY","3/14/2005 19:49"
"Mayfield","","LIGHT","NY","3/15/2005 1:00"
"Hamburg","","CIRCLE","NY","3/25/2005 22:00"
"Rochester","","","NY","3/27/2005 2:00"
"Nassau","","LIGHT","NY","3/29/2005 23:00"
"Clyde","","FORMATION","NY","3/30/2005 22:00"
"Utica","","CIRCLE","NY","4/8/2005 17:00"
"Jamestown","","","NY","4/8/2005 22:00"
"Amityville","","DISK","NY","4/9/2005 8:39"
"Pelham Manor","","OTHER","NY","4/16/2005 18:27"
"Kinderhook","RED GREEN BLUE","VARIOUS","NY","4/16/2005 22:00"
"Constableville","RED","OTHER","NY","4/20/2005 0:00"
"Hyde Park","","FIREBALL","NY","4/24/2005 19:45"
"Mattituck","RED YELLOW BLUE","OVAL","NY","4/24/2005 19:55"
"New York City","","CIRCLE","NY","4/29/2005 23:00"
"Ronkonkoma","","RECTANGLE","NY","5/5/2005 11:45"
"Greenville","","CIGAR","NY","5/5/2005 17:30"
"Forest Hills","","TRIANGLE","NY","5/10/2005 21:15"
"Honeoye Falls","","DISK","NY","5/12/2005 18:30"
"Blasdell","","OTHER","NY","5/13/2005 0:40"
"New York City","","EGG","NY","5/25/2005 0:30"
"Lisbon","ORANGE","FORMATION","NY","5/25/2005 20:00"
"Brookville","","FORMATION","NY","5/27/2005 14:00"
"Glens Falls","","SPHERE","NY","5/28/2005 17:55"
"New York City","","RECTANGLE","NY","6/1/2005 17:35"
"New York City","","LIGHT","NY","6/4/2005 19:40"
"New York City, Manhattan","","CIRCLE","NY","6/5/2005 20:30"
"New York City","","DISK","NY","6/6/2005 2:00"
"Westmorland","BLUE","SPHERE","NY","6/7/2005 0:00"
"East Setauket","","CIRCLE","NY","6/7/2005 20:10"
"Hopewell Junction","","LIGHT","NY","6/8/2005 10:40"
"Freeport","","","NY","6/10/2005 14:00"
"Buffalo","","LIGHT","NY","6/11/2005 0:00"
"New York City","","","NY","6/15/2005 15:00"
"Lagrange","","LIGHT","NY","6/15/2005 21:00"
"New York City","","","NY","6/17/2005 22:28"
"Franklin Square","","DISK","NY","6/18/2005 14:00"
"Edinburgh","","LIGHT","NY","6/18/2005 22:55"
"Ithaca","","OVAL","NY","6/18/2005 23:50"
"Bethel","","SPHERE","NY","6/19/2005 15:30"
"New York City","","VARIOUS","NY","6/21/2005 19:00"
"New York City","","TRIANGLE","NY","6/22/2005 1:35"
"East Rochester","","CIRCLE","NY","6/24/2005 22:46"
"Huntington Station","","SPHERE","NY","6/25/2005 23:00"
"Lima","","","NY","6/25/2005 23:00"
"Kerhonkson","","FORMATION","NY","6/26/2005 2:36"
"Stony Brook","","SPHERE","NY","6/30/2005 0:00"
"Olean","RED","OVAL","NY","6/30/2005 14:00"
"Spencerport","","TRIANGLE","NY","7/2/2005 23:30"
"Flushing","","CIGAR","NY","7/4/2005 21:21"
"Queensbury","","LIGHT","NY","7/4/2005 22:00"
"Lima","","","NY","7/6/2005 22:30"
"Lancaster","","OTHER","NY","7/10/2005 20:00"
"Saint Johnsville","","OVAL","NY","7/11/2005 0:56"
"Kerhonkson","","","NY","7/13/2005 16:00"
"Ridgewood","","FIREBALL","NY","7/14/2005 20:15"
"Allegheny State Park","","OTHER","NY","7/20/2005 12:00"
"Newburgh","","DIAMOND","NY","7/23/2005 22:00"
"Clayton","RED","FORMATION","NY","7/25/2005 22:10"
"Larchmont","","SPHERE","NY","7/27/2005 1:45"
"West Babylon","","CIRCLE","NY","7/27/2005 18:38"
"East Northport","","OVAL","NY","7/27/2005 23:30"
"Keeseville","","FLASH","NY","7/30/2005 23:29"
"Flushing","","LIGHT","NY","8/4/2005 1:30"
"Corfu","","LIGHT","NY","8/5/2005 0:37"
"Atwell","","CIGAR","NY","8/5/2005 21:35"
"Elmsford","","TRIANGLE","NY","8/7/2005 10:05"
"Ridgewood","","OTHER","NY","8/7/2005 18:00"
"Bayside","","TRIANGLE","NY","8/10/2005 1:00"
"Montauk","","FLASH","NY","8/12/2005 1:00"
"Constableville","","TEARDROP","NY","8/15/2005 23:00"
"Hamburg","","CIRCLE","NY","8/15/2005 23:00"
"Hubbardsville","","LIGHT","NY","8/19/2005 23:00"
"Rissequogue","","","NY","8/24/2005 23:00"
"Brookhaven","GREEN","SPHERE","NY","8/25/2005 22:00"
"Chestertown","","CIGAR","NY","8/26/2005 13:00"
"Lindenhurst","","VARIOUS","NY","8/27/2005 23:00"
"So. Farmingdale","","OVAL","NY","8/28/2005 19:40"
"Fairport","ORANGE","LIGHT","NY","8/31/2005 22:45"
"Shirley","RED","OVAL","NY","9/1/2005 2:30"
"Yorktown Heights","","SPHERE","NY","9/3/2005 18:23"
"Schenevus","BLUE","CIRCLE","NY","9/4/2005 22:30"
"New York City","","LIGHT","NY","9/5/2005 4:37"
"Chenango Forks","","DISK","NY","9/8/2005 19:00"
"Baldwin","","SPHERE","NY","9/11/2005 17:00"
"Catskill","","TRIANGLE","NY","9/13/2005 21:25"
"Buffalo","GREEN","OVAL","NY","9/15/2005 14:00"
"Forest Hills","","VARIOUS","NY","9/15/2005 23:00"
"Tappan","","LIGHT","NY","9/18/2005 19:00"
"Adams","","DISK","NY","9/20/2005 7:00"
"Romulus","BLUE","FLASH","NY","9/20/2005 21:30"
"New York City","","TEARDROP","NY","9/20/2005 23:45"
"Kings Park","","LIGHT","NY","9/26/2005 22:00"
"East Meadow","","OTHER","NY","9/29/2005 19:15"
"New York City","","OTHER","NY","9/30/2005 16:00"
"New York State Thruway","","LIGHT","NY","9/30/2005 20:15"
"New York City","","OTHER","NY","10/2/2005 18:00"
"New York City","","LIGHT","NY","10/4/2005 18:05"
"Tupper Lake","","LIGHT","NY","10/5/2005 19:45"
"Liverpool","","","NY","10/22/2005 2:00"
"no data","","","NY","10/27/2005 0:00"
"New York City","","VARIOUS","NY","10/28/2005 10:00"
"Yonkers","RED","OTHER","NY","10/31/2005 2:15"
"Poughkeepsie","","LIGHT","NY","10/31/2005 18:00"
"Catskill","","TRIANGLE","NY","11/3/2005 19:47"
"Buffalo","GREEN","FIREBALL","NY","11/6/2005 20:00"
"Cedarville","BLUE","FIREBALL","NY","11/6/2005 20:02"
"Webster","","EGG","NY","11/8/2005 14:45"
"Newburgh","","CIRCLE","NY","11/9/2005 4:50"
"Johnson City","","CYLINDER","NY","11/10/2005 15:40"
"Millville","","CYLINDER","NY","11/10/2005 21:00"
"Oswego","","CIRCLE","NY","11/10/2005 23:54"
"Cortland","","LIGHT","NY","11/11/2005 18:00"
"East Patchogue","","OTHER","NY","11/11/2005 18:40"
"Lake George","","OVAL","NY","11/13/2005 6:45"
"Upstate NY","","DISK","NY","11/14/2005 13:44"
"Wappingers Falls","","CIRCLE","NY","11/14/2005 17:30"
"Parish","","LIGHT","NY","11/18/2005 0:00"
"New Rochelle","","","NY","11/20/2005 20:30"
"Frankin","","","NY","11/23/2005 19:00"
"Suffern","","LIGHT","NY","11/25/2005 21:45"
"Delevan","","CIGAR","NY","11/28/2005 23:00"
"Mamaroneck","","LIGHT","NY","11/29/2005 0:04"
"Ithaca","RED","LIGHT","NY","12/3/2005 18:00"
"Robert Moses Beach","","CIRCLE","NY","12/3/2005 18:35"
"Forest Hills","","TEARDROP","NY","12/5/2005 0:25"
"Poughkeepsie","","OTHER","NY","12/13/2005 0:14"
"Long Island City","","RECTANGLE","NY","12/13/2005 11:13"
"Aurora","","LIGHT","NY","12/14/2005 19:00"
"Verona","","DISK","NY","12/21/2005 18:00"
"Queensbury","","FIREBALL","NY","12/22/2005 0:00"
"Rush","","CIGAR","NY","12/25/2005 10:15"
"Schoharie","","EGG","NY","12/28/2005 23:30"
"Coxsackie","RED","TRIANGLE","NY","1/7/2006 18:00"
"Elmira","","LIGHT","NY","1/10/2006 12:30"
"West Islip","","","NY","1/13/2006 1:30"
"Waterloo","","SPHERE","NY","1/15/2006 2:00"
"Fulton","","CIRCLE","NY","1/15/2006 21:00"
"New York City","RED YELLOW","DIAMOND","NY","1/24/2006 22:01"
"Hunter","","TRIANGLE","NY","2/6/2006 7:10"
"Piermont","","LIGHT","NY","2/8/2006 6:45"
"North Hudson","","FORMATION","NY","2/10/2006 19:30"
"Cairo","","TRIANGLE","NY","2/14/2006 12:02"
"New York City","","VARIOUS","NY","2/19/2006 17:30"
"Binghamton","","","NY","2/22/2006 0:20"
"Yonkers","","DISK","NY","2/22/2006 21:00"
"Mt. Morris","","OTHER","NY","2/24/2006 2:30"
"New York City","","","NY","2/28/2006 12:00"
"New York City","","FORMATION","NY","3/1/2006 15:00"
"Ronkonkoma","","CIRCLE","NY","3/2/2006 11:07"
"Edwards","","LIGHT","NY","3/5/2006 4:00"
"Fort Edward","","OTHER","NY","3/6/2006 16:00"
"Lisbon","RED ORANGE","LIGHT","NY","3/7/2006 20:10"
"Poughkeepsie","RED GREEN","TRIANGLE","NY","3/8/2006 20:00"
"New York City","","TRIANGLE","NY","3/13/2006 22:56"
"Marlboro","","TRIANGLE","NY","3/14/2006 21:00"
"Nanuet","","OVAL","NY","3/17/2006 20:00"
"Amherst","","CIRCLE","NY","3/25/2006 21:00"
"E. Northport","","FORMATION","NY","4/2/2006 21:00"
"Jamestown","RED","TRIANGLE","NY","4/13/2006 22:00"
"New York City","","LIGHT","NY","4/14/2006 0:40"
"Fairport","","","NY","4/22/2006 3:15"
"Binghamton","","","NY","4/29/2006 13:40"
"New York City","","CIGAR","NY","4/29/2006 19:30"
"New York City","","CIGAR","NY","4/29/2006 19:30"
"New York City","","CIGAR","NY","4/29/2006 19:30"
"Carthage","BLUE","SPHERE","NY","5/1/2006 21:20"
"New York City","","OVAL","NY","5/4/2006 0:00"
"Evans","","CYLINDER","NY","5/6/2006 14:00"
"Newburgh","","LIGHT","NY","5/6/2006 22:20"
"East Setauket","RED","CIRCLE","NY","5/17/2006 2:10"
"Olean","","TEARDROP","NY","5/26/2006 23:30"
"Syracuse","","FLASH","NY","5/29/2006 23:11"
"New York City","","SPHERE","NY","6/1/2006 0:00"
"Albany","","LIGHT","NY","6/1/2006 20:00"
"New York City","","SPHERE","NY","6/9/2006 23:46"
"Ferndale","","","NY","6/15/2006 22:15"
"New York City","","","NY","6/20/2006 10:45"
"Troy","RED","OTHER","NY","6/21/2006 0:03"
"West Islip","","","NY","6/21/2006 18:50"
"New York City","","OTHER","NY","7/2/2006 18:30"
"Whitehall","","OTHER","NY","7/5/2006 0:00"
"East Elmhurst","","DISK","NY","7/14/2006 15:00"
"New York City","","LIGHT","NY","7/16/2006 21:50"
"Kingston","","LIGHT","NY","7/17/2006 0:00"
"East Meadow","RED","OTHER","NY","7/18/2006 21:00"
"Guilderland","","TRIANGLE","NY","7/19/2006 23:20"
"Rome","","CIRCLE","NY","7/23/2006 19:36"
"New York City","","CIRCLE","NY","7/28/2006 12:00"
"New York City","","FORMATION","NY","7/31/2006 1:00"
"Bethpage","","SPHERE","NY","8/1/2006 20:00"
"Binghamton","","OTHER","NY","8/6/2006 20:00"
"Harpersfield","ORANGE","LIGHT","NY","8/9/2006 22:00"
"Ashford Hollow","","OVAL","NY","8/11/2006 17:30"
"Petersburgh","","","NY","8/13/2006 11:00"
"New York City","","RECTANGLE","NY","8/14/2006 19:40"
"Walden","ORANGE","CIRCLE","NY","8/14/2006 20:52"
"Orchard Park","","OTHER","NY","8/15/2006 22:00"
"White Plains","","FLASH","NY","8/18/2006 23:00"
"New York City","","CIRCLE","NY","8/20/2006 0:00"
"Hamlin","","","NY","8/20/2006 23:00"
"New York City","","FLASH","NY","8/21/2006 1:45"
"Marlboro","","LIGHT","NY","8/23/2006 22:30"
"Rodman","","LIGHT","NY","8/26/2006 21:00"
"New York City","","SPHERE","NY","9/1/2006 19:00"
"Orchard Park","","LIGHT","NY","9/2/2006 1:00"
"Albany","","CROSS","NY","9/2/2006 23:30"
"Chappaqua","","","NY","9/4/2006 3:00"
"Levittown","","CYLINDER","NY","9/7/2006 20:00"
"Orchard Park","","OTHER","NY","9/8/2006 1:00"
"New York City","","FIREBALL","NY","9/11/2006 23:00"
"Centerport","ORANGE","LIGHT","NY","9/15/2006 23:00"
"Orchard Park","","OTHER","NY","9/16/2006 21:00"
"Trumansburg","","CIRCLE","NY","9/18/2006 23:00"
"New York City","","CIGAR","NY","9/22/2006 4:00"
"Hartford","","FIREBALL","NY","9/25/2006 22:00"
"New York City","","RECTANGLE","NY","10/1/2006 12:30"
"Orchard Park","","","NY","10/1/2006 21:00"
"New York City","","VARIOUS","NY","10/2/2006 17:00"
"New York City","","","NY","10/2/2006 23:15"
"Utica","","CIGAR","NY","10/3/2006 3:40"
"Johnson CIty","","CYLINDER","NY","10/5/2006 10:38"
"Orchard Park","","LIGHT","NY","10/6/2006 2:00"
"Deer Park","BLUE","","NY","10/7/2006 22:15"
"Lake George","","RECTANGLE","NY","10/8/2006 14:00"
"Massapequa","","","NY","10/8/2006 23:00"
"Deer Park","","RECTANGLE","NY","10/9/2006 21:05"
"Watkins Glen","","CIRCLE","NY","10/9/2006 22:00"
"Rome","","OVAL","NY","10/11/2006 0:00"
"New York City","","TEARDROP","NY","10/14/2006 2:25"
"Franklin Falls","GREEN","OTHER","NY","10/20/2006 0:30"
"East Patchogue","","SPHERE","NY","10/20/2006 14:38"
"East Patchogue","","SPHERE","NY","10/20/2006 19:51"
"Coxsackie","","LIGHT","NY","10/26/2006 23:00"
"New Hartford","","","NY","10/27/2006 2:18"
"Monticello","","CROSS","NY","10/30/2006 19:10"
"Hyde Park","","TRIANGLE","NY","11/3/2006 16:00"
"Ithaca","RED GREEN","SPHERE","NY","11/6/2006 19:00"
"Flushing","GREEN","LIGHT","NY","11/11/2006 23:00"
"New York City","","TRIANGLE","NY","11/12/2006 13:00"
"Hyde Park","","CHEVRON","NY","11/15/2006 16:00"
"New York City","","FLASH","NY","11/20/2006 2:15"
"New York City","","FLASH","NY","11/21/2006 0:30"
"Waterloo","","TRIANGLE","NY","11/21/2006 20:45"
"Kingston","","FLASH","NY","11/27/2006 23:00"
"Albany","","","NY","11/28/2006 1:00"
"Cold Spring Harbor","","CHEVRON","NY","11/30/2006 19:00"
"New York City","","CIRCLE","NY","12/3/2006 17:00"
"Hicksville","","OTHER","NY","12/4/2006 12:25"
"Walden","RED","TRIANGLE","NY","12/6/2006 19:00"
"Buffalo","","LIGHT","NY","12/13/2006 23:40"
"Unadilla","","DISK","NY","12/14/2006 23:00"
"Lancaster","","LIGHT","NY","12/19/2006 18:00"
"Rochester","","CYLINDER","NY","12/21/2006 10:00"
"Arcadia","","","NY","12/24/2006 19:30"
"New York City","","SPHERE","NY","12/31/2006 14:20"
"New York City","","DISK","NY","1/1/2007 3:00"
"Amityville","","VARIOUS","NY","1/1/2007 14:00"
"Millerton","","LIGHT","NY","1/2/2007 20:00"
"Painted Post","","LIGHT","NY","1/2/2007 21:15"
"Garden City","","VARIOUS","NY","1/2/2007 23:42"
"Altmar","ORANGE","LIGHT","NY","1/3/2007 3:00"
"Millerton","","LIGHT","NY","1/3/2007 17:41"
"Poughkeepsie","RED","","NY","1/6/2007 19:00"
"East Meadow","","","NY","1/9/2007 23:39"
"New York City","GREEN BLUE","OTHER","NY","1/10/2007 18:45"
"Millerton","BLUE","OTHER","NY","1/12/2007 17:00"
"New York City","","LIGHT","NY","1/18/2007 7:32"
"Rochester","BLUE","CIRCLE","NY","1/18/2007 7:35"
"Oneida","RED BLUE","OVAL","NY","1/20/2007 0:10"
"New York City","","CIRCLE","NY","1/23/2007 16:30"
"Brewster","BLUE","LIGHT","NY","1/25/2007 18:30"
"Deer Park","","FIREBALL","NY","1/25/2007 20:30"
"New York City","","OVAL","NY","1/26/2007 1:16"
"Huntington Station","","","NY","2/14/2007 1:11"
"Cuba","","LIGHT","NY","2/14/2007 19:00"
"Golden's Bridge","RED","OTHER","NY","2/15/2007 18:30"
"New York City","","","NY","2/24/2007 21:00"
"Briarwood","","FLASH","NY","2/25/2007 17:46"
"New York City","","CIRCLE","NY","2/26/2007 7:30"
"New York City","","CROSS","NY","2/27/2007 22:30"
"Holland","","CIRCLE","NY","3/9/2007 19:30"
"New York City","GREEN","LIGHT","NY","3/10/2007 20:23"
"Portchester","RED","TRIANGLE","NY","3/11/2007 9:10"
"Winthrop","","SPHERE","NY","3/13/2007 22:33"
"Bergen","","CIRCLE","NY","3/13/2007 23:20"
"New York City","","CIRCLE","NY","3/14/2007 5:00"
"Sunnyside","","CIRCLE","NY","3/17/2007 9:00"
"Buffalo","RED","","NY","3/23/2007 23:40"
"Rochester","RED","OTHER","NY","3/28/2007 17:15"
"Fresh Meadows","","OVAL","NY","3/29/2007 22:00"
"Kennedy","","OVAL","NY","3/31/2007 22:00"
"Gerry","","DISK","NY","3/31/2007 23:15"
"Elmsford","","CIRCLE","NY","4/9/2007 18:05"
"Warwick","","","NY","4/13/2007 2:00"
"New York City","","DISK","NY","4/17/2007 16:00"
"Norfork","","","NY","4/17/2007 23:00"
"Oswego","","LIGHT","NY","4/18/2007 20:00"
"Stony Brook","","LIGHT","NY","4/19/2007 21:00"
"Norwich","","TRIANGLE","NY","4/20/2007 3:43"
"New York City","","LIGHT","NY","4/22/2007 14:00"
"Jamesport","","OVAL","NY","4/25/2007 7:30"
"New York City","","CIRCLE","NY","5/1/2007 3:00"
"New York City","","TRIANGLE","NY","5/2/2007 20:00"
"Saranac Inn","","LIGHT","NY","5/3/2007 2:45"
"Buffalo","ORANGE","LIGHT","NY","5/3/2007 23:00"
"Syracuse","","LIGHT","NY","5/4/2007 22:30"
"Riverhead","","CIRCLE","NY","5/5/2007 13:30"
"New York City","","CIRCLE","NY","5/5/2007 16:00"
"New York City","","OVAL","NY","5/6/2007 15:30"
"New York City","","SPHERE","NY","5/7/2007 14:01"
"New York City","","SPHERE","NY","5/8/2007 15:45"
"Westchester","","DISK","NY","5/8/2007 18:21"
"Larchmont","","LIGHT","NY","5/8/2007 23:15"
"Stamford","","OVAL","NY","5/9/2007 9:30"
"New York City","","","NY","5/13/2007 18:20"
"New York City","","LIGHT","NY","5/14/2007 19:30"
"New York City","","LIGHT","NY","5/14/2007 21:00"
"Rexford","","DISK","NY","5/15/2007 10:10"
"Albany","","EGG","NY","5/23/2007 23:30"
"Lakemont","","CIRCLE","NY","5/28/2007 11:00"
"New York City","","LIGHT","NY","5/29/2007 21:35"
"New York City","BLUE","","NY","5/30/2007 14:18"
"Hempstead","","","NY","6/3/2007 17:00"
"New York City","","LIGHT","NY","6/5/2007 22:32"
"Hudson Falls","","LIGHT","NY","6/6/2007 21:03"
"Jericho","","OTHER","NY","6/6/2007 21:15"
"East Aurora","RED","CIRCLE","NY","6/9/2007 21:00"
"Oxford","","CIRCLE","NY","6/11/2007 3:00"
"New York City","","DISK","NY","6/16/2007 5:20"
"Merrick","","OVAL","NY","6/17/2007 19:30"
"Newburgh","","LIGHT","NY","6/20/2007 21:23"
"New York City","","CIRCLE","NY","6/23/2007 17:00"
"Heuvelton","","TRIANGLE","NY","6/23/2007 23:30"
"New York City","","TRIANGLE","NY","6/30/2007 18:35"
"Mamaroneck","","SPHERE","NY","7/7/2007 10:21"
"New York City","","LIGHT","NY","7/12/2007 1:45"
"East Northport","","CIRCLE","NY","7/13/2007 11:30"
"New York City","BLUE","DISK","NY","7/20/2007 19:00"
"Peekskill","","LIGHT","NY","7/20/2007 20:30"
"Cheektowaga","","LIGHT","NY","7/21/2007 8:30"
"Melville","","RECTANGLE","NY","7/21/2007 20:30"
"Blossvale","RED GREEN BLUE","CIRCLE","NY","7/22/2007 2:00"
"Melville","","RECTANGLE","NY","7/22/2007 20:30"
"East Aurora","","RECTANGLE","NY","7/23/2007 23:00"
"Holbrook","RED","TRIANGLE","NY","7/27/2007 23:30"
"Buffalo","","CIRCLE","NY","7/30/2007 5:15"
"Jamaica","","DISK","NY","7/31/2007 2:45"
"Pecks Lake","ORANGE","","NY","8/2/2007 21:15"
"Buffalo","","CIRCLE","NY","8/3/2007 21:30"
"Brockport","","LIGHT","NY","8/4/2007 21:39"
"Rochester","","CIRCLE","NY","8/4/2007 22:00"
"Binghamton","","SPHERE","NY","8/5/2007 17:00"
"Plattsburg","","CIRCLE","NY","8/10/2007 3:00"
"Greenwich","","TRIANGLE","NY","8/10/2007 21:00"
"New York City","","OVAL","NY","8/12/2007 18:30"
"Nassau County","","","NY","8/13/2007 23:00"
"Queensbury","","CIRCLE","NY","8/14/2007 23:00"
"Lindenhurst","","LIGHT","NY","8/16/2007 19:44"
"Wantagh","","OTHER","NY","8/16/2007 22:13"
"New York City","BLUE","FIREBALL","NY","8/16/2007 22:50"
"Mastic Beach","","LIGHT","NY","8/18/2007 4:40"
"Westport","","DISK","NY","8/18/2007 21:45"
"Gansevoort","","","NY","8/19/2007 20:05"
"Lagrange","","DIAMOND","NY","8/20/2007 1:15"
"Greece","RED GREEN","CYLINDER","NY","8/20/2007 23:43"
"Greece","RED GREEN","CYLINDER","NY","8/20/2007 23:43"
"Little Valley","","RECTANGLE","NY","8/23/2007 23:00"
"Victor","","FLASH","NY","8/26/2007 20:40"
